Word,Level
取り上げる,3
比較,3
劇場,3
疲れ,3
態度,3
わざと,3
取れる,3
ばか,3
ペンキ,3
ビール,3
帯,3
ほうき,2
ふりがな,2
好き嫌い,2
成分,2
成立,2
嵌める,2
巫山戯る,2
下降,2
概論,2
蓋,2
街角,2
くるむ,2
平凡,2
きっかけ,2
基準,2
性別,2
ビルディング,2
姪,2
スピーカー,2
体操,2
めいめい,2
体制,2
体積,2
器具,2
鳴らす,2
性質,2
飢饉,2
平日,2
当たり前,2
相違,2
フリー,2
尖る,2
迷信,2
体系,2
当てはまる,2
外部,2
よこす,2
売り切れる,2
売り切れ,2
性能,2
低下,2
湯気,2
姓,2
楕円,2
危うい,2
争う,2
治める,2
レジャー,2
宣伝,2
よそ,2
灯油,2
灯台,2
純情,2
純粋,2
専制,2
釣り合う,2
吊る,2
お待たせしました,2
明け方,2
悠々,2
フライパン,2
述べる,2
盗難,2
記述,2
宣言,2
要領,2
宣伝,2
コンセント,2
印象,2
印刷,2
印象的,2
早口,2
印鑑,2
無印,2
印,2
目印,2
ひらがな,2
下る,2
第一印象,2
対象,2
現象,2
要旨,2
平気,2
有り触れる,2
穏やか,2
循環,2
懐かし,2
相応しい,2
占う,2
ほどく,2
早速,2
気味,2
家賃,2
くだらない,2
次ぐ,2
運賃,2
賃貸,2
鉱物,2
貨物,2
東洋,2
怠い,2
見っともない,2
筆者,2
厄介,2
訳解,2
筆記,2
だらし無い,2
転々,2
霧,2
茹でる,2
薄める,2
濃い,2
やかん,2
羊毛,2
必需品,2
大通り,2
一定,2
時速,2
用途,2
一通り,2
もともと,2
もったいない,2
用語,2
肘,2
たいそう,2
瞳,2
製作,2
ちぎる,2
起床,2
溶岩,2
講師,2
行列,2
へそ,2
溶く,2
溶かす,2
ニコニコ,2
溶け込む,2
溶ける,2
さじ,2
いったん,2
おとなしい,2
大小,2
オーバコート,2
塵芥,2
便箋,2
材木,2
憧れる,2
いきなり,2
長引く,2
便所,2
ポスター,2
にわか,2
写る,2
乗車,2
略す,2
在学,2
写る,2
佚,2
実力,2
是非とも,2
ラッシュアワー,2
規律,2
実例,2
返る,2
ようやく,2
思いがけない,2
かじる,2
満員,2
記号,2
両側,2
裁縫,2
匂う,2
一斉,2
なんとなく,2
原理,2
心得る,2
原料,2
熱する,2
汚す,2
ならう,2
ねじ,2
並木,2
人命,2
つける,2
だらしない,2
何々,2
実用,2
厳重,2
実物,2
なぞなぞ,2
各々,2
重たい,2
心身,2
人文科学,2
中身,2
教養,2
重ねる,2
心当たり,2
濡らす,2
レクリエーション,2
遠足,2
実績,2
遠足,2
重なる,2
実習,2
乾杯,2
立ち止まる,2
ミシン,2
オートメーション,2
吊るす,2
替わる,2
すまない,2
ビニール,2
採る,2
不潔,2
いとこ,2
載る,2
ストップ,2
やっぱり,2
ささやく,2
爪,2
潰れる,2
潰す,2
仮名,2
ストッキング,2
通用,2
通訳,2
妥当,2
口実,2
ビタミン,2
塊,2
偏る,2
寝巻き,2
嗅ぐ,2
外れる,2
外科,2
制作,2
ベテラン,2
レインコート,2
箇所,2
通路,2
貸し出し,2
命ずる,2
マンション,2
地点,2
地帯,2
祝日,2
縮む,2
言い出す,2
ピンク,2
申し訳ない,2
殻,2
地味,2
地盤,2
縮小,2
縮める,2
森林,2
縮れる,2
格別,2
地質,2
広さ,2
広める,2
蛍光灯,2
からかう,2
年度,2
揉む,2
算数,2
雨戸,2
スマート,2
広場,2
ローマ字,2
定休日,2
拡張,2
定期券,2
下町,2
定規,2
悔しい,2
こしらえる,2
工夫,2
南北,2
組み合わせ,2
給与,2
毛皮,2
南米,2
産地,2
各自,2
区切る,2
散る,2
散らす,2
泊める,2
毛糸,2
工芸,2
各地,2
定価,2
定員,2
拡充,2
工事,2
茂る,2
下水,2
整備,2
統計,2
惨め,2
山林,2
初旬,2
自習,2
トレーニング,2
停電,2
閉会,2
統一,2
苦心,2
総理大臣,2
寄せる,2
苦情,2
散らかる,2
南極,2
面接,2
散らかす,2
かみそり,2
撒く,2
めんどくさい,2
下書き,2
割引,2
面積,2
レンズ,2
割り算,2
政党,2
下駄,2
県庁,2
区分,2
エチケット,2
高度,2
並行,2
高等,2
下線,2
詫びる,2
整数,2
免税,2
先先週,2
自治,2
初級,2
アイデア,2
等分,2
湧く,2
相変わらず,2
濁る,2
勘違い,2
若々しい,2
くどい,2
自衛,2
研修,2
秤,2
基礎,2
回答,2
句読点,2
這う,2
当番,2
標本,2
区域,2
分かれる,2
当日,2
高層,2
窓口,2
回転,2
めちゃくちゃ,2
基地,2
むく,2
基盤,2
転がす,2
相撲,2
まとめる,2
マイナス,2
ぼろ,2
下旬,2
売買,2
売店,2
寒帯,2
高級,2
平野,2
展開,2
順々,2
蒸し暑い,2
献立,2
下車,2
標準,2
標識,2
蒸す,2
蒸気,2
蒸発,2
順序,2
スカーフ,2
作製,2
めぐる,2
欲張り,2
題名,2
高める,2
磁石,2
解放,2
たたむ,2
青白い,2
可決,2
可愛がる,2
解答,2
滝,2
巡査,2
怪しい,2
回数券,2
回数,2
蘇る,2
第一,2
項目,2
香水,2
青少年,2
儀式,2
乾電池,2
回り道,2
特殊,2
作成,2
作者,2
編み物,2
当てはめる,2
宛名,2
誓う,2
大木,2
おおよそ,2
跳ねる,2
かねつ,2
社説,2
恵まれる,2
保健,2
応対,2
応接,2
加速度,2
加速,2
温まる,2
温める,2
解散,2
オイル,2
どうぞよろしく,2
どうせ,2
超過,2
解説,2
道順,2
岬,2
社会科学,2
行ってまいります,2
留守番,2
西暦,2
まとまる,2
調味料,2
全身,2
調節,2
全集,2
調整,2
響く,2
煮える,2
驚かす,2
斜め,2
飢える,2
溜める,2
溜まる,2
ピストル,2
不通,2
ふもと,2
ブラシ,2
煮る,2
工員,2
童話,2
知人,2
日日,2
応援,2
そば,2
重力,2
ミリ,2
往復,2
重量,2
現に,2
レベル,2
垣根,2
残らず,2
はじめまして,2
新幹線,2
気を付ける,2
凹む,2
流行る,2
孝行,2
捩る,2
重役,2
生る,2
射す,2
写生,2
流域,2
重点,2
停車,2
停止,2
味わう,2
混ぜる,2
真似る,2
酌む,2
混合,2
素質,2
素人,2
出勤,2
構造,2
真空,2
涼む,2
あぶる,2
学術,2
お願いします,2
出迎え,2
出迎える,2
差し支え,2
民謡,2
錆,2
寮,2
セメント,2
北極,2
竹,2
釘,2
学科,2
校舎,2
逆さま,2
正方形,2
正味,2
学会,2
学級,2
ロッカー,2
校庭,2
洒落,2
えっと,2
お出掛け,2
真っ暗,2
隔てる,2
ロビー,2
防犯,2
申請,2
言付ける,2
コーラス,2
運河,2
真っ先,2
ファスナー,2
空想,2
空中,2
角度,2
攻める,2
防止,2
ごらん,2
別荘,2
碁,2
アクセント,2
はしご,2
更ける,2
ガム,2
送料,2
送別,2
うっかり,2
酸性,2
斬る,2
うろうろ,2
ごちそうさま,2
迫る,2
ごめん,2
ごめんください,2
木材,2
ご無沙汰,2
送り仮名,2
ゴム,2
見直す,2
儲かる,2
見舞う,2
儲ける,2
空っぽ,2
薄暗い,2
薄める,2
酸っぱい,2
下品,2
官庁,2
見出し,2
伝記,2
ブラウス,2
伝わる,2
サークル,2
見送る,2
エプロン,2
おかげさまで,2
落第,2
積む,2
フワフワ,2
葬式,2
後輩,2
マスク,2
自然科学,2
つまずく,2
副詞,2
なだらか,2
おじさん,2
脱線,2
やかましい,2
稽古,2
擦る,2
見下ろす,2
植木,2
頼もしい,2
スケジュール,2
表紙,2
点数,2
栓,2
草履,2
躊躇う,2
見学,2
入れ物,2
刷る,2
来日,2
職人,2
敬う,2
アンテナ,2
敬語,2
家屋,2
スクール,2
止まる,2
風呂敷,2
巻く,2
点く,2
募集,2
撮影,2
みっともない,2
ただし,2
あらすじ,2
家主,2
惜しい,2
いよいよ,2
補う,2
馬鹿らしい,2
やっつける,2
反省,2
飾り,2
曲線,2
税関,2
個体,2
形式,2
索引,2
お代わり,2
おはよう,2
祖先,2
ひとりでに,2
拭く,2
独り言,2
転がる,2
いちいち,2
お帰り,2
形容動詞,2
形容詞,2
限度,2
ちり紙,2
濃度,2
削る,2
曲げる,2
あれこれ,2
お休み,2
捕る,2
削除,2
狙い,2
生け花,2
狙う,2
ネックレス,2
民間,2
蛇口,2
メーター,2
スライド,2
特色,2
特売,2
言葉遣い,2
特長,2
特定,2
ドキドキ,2
割合に,2
慌てる,2
捻る,2
慌ただしい,2
言いつける,2
地名,2
深まる,2
車庫,2
確率,2
全般,2
コース,2
熟語,2
どっと,2
深夜,2
車掌,2
交代,2
車輪,2
やむを得ない,2
湯のみ,2
請う,2
曖昧,2
架空,2
落ち着く,2
創作,2
崩す,2
崩れる,2
押さえる,2
氏名,2
番地,2
タイア,2
出入り,2
カーブ,2
寝台,2
神様,2
モダン,2
消極的,2
真っ白,2
臨時,2
消毒,2
固まる,2
神話,2
主語,2
消防署,2
シャッター,2
夫妻,2
でたらめ,2
呼びかける,2
出張,2
中間,2
のこぎり,2
漁業,2
小便,2
呼び出す,2
消耗,2
消化,2
まぶた,2
かしこまりました,2
眩しい,2
おかけください,2
おしゃれ,2
にらむ,2
めまい,2
差し引き,2
牧畜,2
さようなら,2
裂く,2
モーター,2
付近,2
締め切る,2
締め切り,2
かゆい,2
絞る,2
センチ,2
痺れる,2
お手伝いさん,2
鉄橋,2
お辞儀,2
お邪魔します,2
着替え,2
墨,2
生ずる,2
映る,2
お大事に,2
お待ち遠様,2
ナイロン,2
生意気,2
静まる,2
楽器,2
ゼミ,2
ずるい,2
お先に,2
交差,2
生える,2
もち,2
学年,2
的確,2
学部,2
掘る,2
しようがない,2
学力,2
目立つ,2
朗らか,2
明々後日,2
造船,2
寿命,2
清書,2
ブローチ,2
櫛,2
バンド,2
目上,2
清掃,2
目指す,2
仮定,2
くず,2
目次,2
女の人,2
目下,2
正面,2
目印,2
目覚まし,2
憎む,2
受話器,2
憎らしい,2
刻む,2
偶数,2
目安,2
追いかける,2
仕上がる,2
正門,2
清い,2
執筆,2
肌着,2
理科,2
めでたい,2
田んぼ,2
増減,2
崖,1
体つき,1
成熟,1
振り,1
概念,1
概説,1
好ましい,1
軌範,1
垢,1
体力,1
いい加減,1
政権,1
気まぐれ,1
成年,1
概略,1
熱量,1
そっぽ,1
体裁,1
隠居,1
体験,1
来る,1
傷つく,1
汚れる,1
喜劇,1
外来,1
器,1
平方,1
起源,1
兆し,1
向上,1
成り立つ,1
レッスン,1
山岳,1
なるたけ,1
成果,1
器官,1
レディー,1
当て,1
効き目,1
婉曲,1
ふさわしい,1
トランジスタ,1
相応,1
しなやか,1
参上,1
コントロール,1
参照,1
当たり,1
体格,1
下火,1
コントラスト,1
向き,1
明朗,1
売り出す,1
明瞭,1
勢力,1
専修,1
駄作,1
検事,1
降伏,1
陰気,1
治安,1
吟味,1
治まる,1
潤う,1
よほど,1
もっぱら,1
よって,1
梅干し,1
体,1
危ぶむ,1
危害,1
危機,1
治療,1
磁気,1
磁器,1
盾,1
釣鐘,1
平常,1
養護,1
姓名,1
征服,1
世,1
盗み,1
企画,1
コンタクト,1
準じる,1
準ずる,1
倍率,1
準急,1
はるか,1
宣言,1
こぐ,1
まくる,1
争い,1
憂鬱,1
要請,1
会談,1
降水,1
要望,1
明くる,1
蕾,1
明かす,1
占領,1
宣教,1
大幅,1
次いで,1
大部,1
下位,1
要因,1
配布,1
命中,1
配置,1
ゆとり,1
鉱業,1
鉱山,1
屋敷,1
大柄,1
エアメール,1
遺跡,1
願書,1
懸賞,1
要する,1
配列,1
配慮,1
配分,1
コンテスト,1
漏れる,1
漏らす,1
股,1
講習,1
起伏,1
軌道,1
必然,1
必修,1
城下,1
製鉄,1
講読,1
時差,1
時刻表,1
舐める,1
配偶者,1
配給,1
購読,1
購入,1
用法,1
用品,1
製法,1
操縦,1
操る,1
共和,1
購買,1
用紙,1
例,1
声明,1
つぶる,1
用件,1
申し込み,1
弁償,1
腸,1
大胆,1
目盛り,1
起点,1
会見,1
溶液,1
財源,1
財政,1
弁護,1
吝嗇,1
全快,1
在庫,1
ポジション,1
聖書,1
洋風,1
貴族,1
導入,1
弁解,1
一帯,1
ちり取り,1
聴診器,1
匹敵,1
聴講,1
行政,1
大水,1
憧れ,1
聴覚,1
ちょくちょく,1
ニュー,1
倅,1
さも,1
さほど,1
ポット,1
便宜,1
介抱,1
介入,1
会,1
写し,1
略語,1
担う,1
ラベル,1
導く,1
記名,1
大衆,1
精密,1
ちらっと,1
潮,1
オープン,1
介護,1
歪む,1
刃,1
返答,1
ミスプリント,1
ミセス,1
立方,1
返済,1
満場,1
立法,1
善良,1
同封,1
熱湯,1
規約,1
記す,1
だぶだぶ,1
一切,1
返還,1
芝,1
立体,1
予言,1
満月,1
記載,1
朝寝坊,1
厳密,1
だけ,1
記述,1
重んずる,1
心得,1
満たす,1
同等,1
懲りる,1
同調,1
熱意,1
人民,1
一息,1
不順,1
徴収,1
ちやほや,1
汚らわしい,1
来場,1
汚れ,1
落ち葉,1
厳か,1
実態,1
並,1
重んじる,1
実費,1
突っ張る,1
おいて,1
挑戦,1
挑む,1
何気ない,1
規制,1
長大,1
規定,1
だるい,1
規模,1
原爆,1
ストロー,1
心情,1
認識,1
したためる,1
頼み,1
外相,1
情け深い,1
実質,1
長々,1
遠方,1
おごる,1
立ち寄る,1
原文,1
心地,1
心中,1
人柄,1
同盟,1
橋渡し,1
完璧,1
実践,1
前例,1
原油,1
まして,1
ぞんざい,1
おびただしい,1
妊娠,1
教訓,1
オートマチック,1
渋い,1
心がけ,1
原則,1
獣,1
とろける,1
堂々,1
鉛,1
肝心,1
たった,1
口頭,1
率いる,1
代わる代わる,1
任命,1
教材,1
不在,1
教習,1
さえずる,1
原点,1
グラフ,1
原典,1
心がける,1
心強い,1
取り締まり,1
ストロボ,1
心細い,1
取引,1
交わす,1
織り,1
教職,1
不景気,1
任す,1
もろに,1
綴じる,1
従事,1
梢,1
つじつま,1
制服,1
制約,1
ストライキ,1
制定,1
ベストセラー,1
取り替え,1
ベスト,1
打ち切る,1
あざ笑う,1
さぞ,1
尿,1
任務,1
従来,1
柔軟,1
壺,1
打開,1
打撃,1
審議,1
審査,1
くちばし,1
教科,1
嗜好,1
トラブル,1
妥結,1
制する,1
傍ら,1
妥協,1
レギュラー,1
花壇,1
利根,1
ややこしい,1
口述,1
かすか,1
箇条書き,1
制裁,1
従業員,1
平たい,1
片思い,1
重複,1
外貨,1
重宝,1
外観,1
念,1
ムード,1
凝らす,1
凝る,1
持ち,1
縮まる,1
あっさり,1
密接,1
了,1
密集,1
元素,1
獲得,1
年輪,1
ロープ,1
獲物,1
不動産,1
あくどい,1
あからさま,1
スポーツカー,1
旅券,1
浸す,1
旅客,1
確信,1
確定,1
未練,1
地主,1
定年,1
あやふや,1
不当,1
ゲスト,1
広まる,1
正義,1
正規,1
揉める,1
新入生,1
年長,1
地元,1
地獄,1
雨具,1
あの,1
祝賀,1
あべこべ,1
群集,1
宿命,1
下調べ,1
駆け足,1
蔵,1
給う,1
定義,1
給食,1
給仕,1
産後,1
巧み,1
産休,1
まさしく,1
下地,1
フロント,1
地形,1
格差,1
レントゲン,1
定食,1
拗れる,1
巧妙,1
抓る,1
産物,1
産婦人科,1
正解,1
産出,1
新築,1
討議,1
区画,1
各種,1
究極,1
窮屈,1
工学,1
とうてい,1
到達,1
駆けっこ,1
拡散,1
工作,1
窮乏,1
桟橋,1
模倣,1
定める,1
晴天,1
堤防,1
寄与,1
討論,1
定まる,1
奇数,1
面目,1
自首,1
自主,1
模索,1
模型,1
模範,1
閉口,1
閉鎖,1
整然,1
にきび,1
停滞,1
統率,1
星座,1
統制,1
下心,1
自信,1
統治,1
整列,1
統合,1
一目,1
並列,1
レンタカー,1
レンジ,1
割り込む,1
勘弁,1
面する,1
面会,1
割り当て,1
割,1
等級,1
勧め,1
総会,1
整える,1
山脈,1
勧告,1
山腹,1
自在,1
自惚れ,1
がる,1
並びに,1
苦しめる,1
筒,1
捕吏,1
初耳,1
わざわざ,1
処罰,1
まとまり,1
処分,1
まとめ,1
自覚,1
自我,1
基金,1
免除,1
高尚,1
区,1
添う,1
処置,1
自己,1
コンパス,1
あつらえる,1
裸足,1
回送,1
はげる,1
滅亡,1
ネガ,1
区間,1
区切り,1
静止,1
快い,1
寒気,1
標語,1
相場,1
展望,1
展示,1
高原,1
回覧,1
悪者,1
おのずから,1
耳鼻科,1
欲望,1
浴室,1
回路,1
当選,1
刊行,1
賠償,1
下取り,1
当人,1
相対,1
蒸留,1
静的,1
欲深い,1
了承,1
略奪,1
理屈,1
作戦,1
権力,1
高まる,1
解剖,1
杖,1
抑制,1
抑圧,1
世論,1
悪,1
寄りかかる,1
作物,1
畳,1
保守,1
夜更け,1
夜更かし,1
特権,1
回収,1
長官,1
長閑,1
養成,1
権威,1
条約,1
香辛料,1
青春,1
悪化,1
干し物,1
権限,1
特産,1
養う,1
社交,1
情,1
情け,1
保護,1
加入,1
大方,1
誠実,1
誠に,1
大便,1
とんだ,1
戸,1
情勢,1
情熱,1
社宅,1
保険,1
特許,1
特技,1
一同,1
偽造,1
マーク,1
西日,1
保温,1
保管,1
全盛,1
現像,1
一敗,1
解除,1
社,1
現地,1
どうにか,1
保つ,1
作り,1
保育,1
ニュアンス,1
得点,1
ポンプ,1
未定,1
加味,1
未知,1
弁論,1
まし,1
間違う,1
調停,1
道場,1
てっきり,1
スペース,1
ミュージック,1
斜面,1
驚き,1
てんで,1
現行,1
溜まり,1
冴える,1
調理,1
驚異,1
調和,1
不調,1
仰ぐ,1
興奮,1
調印,1
源,1
年頃,1
新婚,1
胴,1
年号,1
未熟,1
調べ,1
知的,1
蝶,1
応急,1
知性,1
でかい,1
玄人,1
新人,1
郷愁,1
郷里,1
加工,1
未婚,1
流通,1
脅迫,1
興じる,1
好調,1
好評,1
グレー,1
切れ目,1
年鑑,1
減少,1
興業,1
甥,1
減点,1
新興,1
レバー,1
スピード,1
好意,1
振動,1
対して,1
切り替える,1
政策,1
対応,1
振興,1
街頭,1
流し,1
スプリング,1
街道,1
未開,1
好況,1
不審,1
不振,1
値打ち,1
脅す,1
該当,1
未,1
味覚,1
味わい,1
洪水,1
混血,1
茶の間,1
真珠,1
茶の湯,1
真実,1
良識,1
良質,1
良心,1
良好,1
むやみに,1
衣類,1
真上,1
セックス,1
反乱,1
若干,1
混同,1
もしくは,1
素材,1
構える,1
家出,1
蓄積,1
構想,1
根本,1
根気,1
根拠,1
メディア,1
炒める,1
眠たい,1
居住,1
秩序,1
些事,1
窒息,1
お宮,1
出血,1
ファン,1
凌ぐ,1
根底,1
にじむ,1
お供,1
学説,1
メッセージ,1
運営,1
畜生,1
邸宅,1
不良,1
おい,1
涸れる,1
両立,1
真ん円い,1
真ん前,1
畜産,1
うんざり,1
個別,1
コーナー,1
古,1
洒落る,1
構え,1
洒落,1
真下,1
ほっぺた,1
学芸,1
学士,1
根回し,1
遅らす,1
遅れ,1
オドオド,1
隔たる,1
こもる,1
不明,1
毟る,1
セクション,1
仕掛ける,1
申告,1
運賃,1
築く,1
粉々,1
諦め,1
訂正,1
革新,1
おっかない,1
セール,1
檻,1
うっとうしい,1
出演,1
革命,1
真っ二つ,1
提示,1
鉄片,1
残高,1
残金,1
攻め,1
残酷,1
御覧なさい,1
提供,1
提携,1
爆破,1
化ける,1
おむつ,1
悟る,1
化する,1
雨天,1
仕える,1
防衛,1
防火,1
碁盤,1
正当,1
個々,1
申し入れる,1
申し分,1
小売,1
正常,1
辞退,1
ドライブイン,1
辞職,1
嘘つき,1
漠然,1
迫害,1
渦,1
ドライ,1
ドライクリーニング,1
来る,5
見る,5
居る,5
くれる,5
要る,5
それ,5
時,5
される,5
から,5
僕,5
板,5
前,5
ではない,5
よう,5
中,5
言う,5
先生,5
見える,5
私,5
べき,5
積もり,5
年,5
という,5
有る,5
男,5
この,5
行けない,5
思う,5
には,5
んです,5
させる,5
方,5
悪い,5
にも,5
ので,5
鳴る,5
学生,5
立つ,5
よりも,5
や,5
考え,5
自分,5
って,5
である,5
酔う,3
あの,5
他,5
無い,5
決して,5
積極的,3
凍結,4
道,5
あれ,5
でも,5
いただける,5
尾,5
人間,5
物,5
まで,5
やめる,5
だけ,5
しか,5
うち,5
ながら,5
知らせ,5
知る,5
顔,5
です,5
では,5
市,5
わかる,5
上手,5
彼女,5
とは,5
強い,5
渡す,5
ホテル,5
返る,5
蛇,5
クラス,5
として,5
担う,5
しかし,5
出る,5
女,5
入る,5
でしょうか,5
考える,5
山,5
違う,5
そして,5
また,5
夜,5
夏,5
娘,5
声,5
舌,5
間違い,5
そんな,5
など,5
今,5
妹,5
生まれる,4
目,5
暮れる,4
出す,5
あなた,5
聞く,5
円,5
手,5
そう,5
ちょうど,5
すれば,5
出会う,5
家,5
認める,5
いい,5
これ,5
なに,5
雨降り,1
運転免許,1
目下,5
日本経済,1
チェックアウト,5
思想,5
断る,5
にかけて,5
調査,5
絡む,5
吐く,5
北,5
手に入れる,3
荷物,5
皿,5
中心,5
ごめん,5
米,5
嬉しい,5
無言,3
異常,3
責任,3
苦労,5
一歩,5
品,5
殴る,5
勤める,5
女中,5
悟る,4
役者,22
データ,5
素人,2
蝶,5
革命,2
洞窟,2
ニコニコ,5
緑色,3
チェック,5
湿る,5
仲良く,5
ゴール,5
救急車,3
パトカー,5
勘弁,5
血液,5
赤ちゃん,5
そそぐ,5
の,5
は,5
に,5
て,5
を,5
だ,5
た,5
が,5
する,5
ます,5
です,5
と,5
で,5
ない,5
ん,5
か,5
いる,5
も,5
ね,5
ある,5
よ,5
私,5
こと,5
から,5
てる,5
なる,5
う,5
れる,5
それ,5
これ,5
この,5
何,5
あなた,5
人,5
思う,5
な,5
いい,5
言う,5
よう,5
できる,5
そう,5
その,5
って,5
けど,5
たい,5
たち,5
ば,5
見る,5
じゃ,5
彼,5
やる,5
お,5
や,5
という,5
くる,5
行く,5
今,5
ああ,5
ここ,5
ので,5
わ,5
俺,5
さん,5
くださる,5
だけ,5
もう,5
でも,5
音楽,5
ため,5
そして,5
的,5
ちょっと,5
どう,5
まで,5
もの,5
さ,5
いく,5
いう,5
くれる,5
年,5
来る,5
とか,5
中,5
日,5
はい,5
時,5
知る,5
せる,5
者,5
方,5
へ,5
られる,5
僕,5
持つ,5
前,5
自分,5
彼女,5
みる,5
君,5
誰,5
ぞ,5
出る,5
まあ,5
あの,5
分かる,5
入る,5
く,5
必要,5
本当に,5
彼ら,5
より,5
家,5
また,5
ぬ,5
時間,5
聞く,5
つ,5
目,5
今日,5
っていう,5
使う,5
お前,5
すごい,5
みたい,5
話,5
良い,5
として,5
気,5
ちゃう,5
ところ,5
たり,5
ご,5
食べる,5
ありがとう,5
かも,5
好き,5
わかる,5
どこ,5
あっ,5
すべて,5
まだ,5
後,5
感じ,5
月,5
音,5
そんな,5
場合,5
とき,5
し,5
作る,5
について,5
なぜ,5
待つ,5
考える,5
そこ,5
大丈夫,5
みんな,5
しかし,5
子,5
一緒,5
違う,5
入れる,5
同じ,5
分,5
話す,5
ござる,5
手,5
しまう,5
上,5
ねー,5
次,5
よい,5
とても,5
他,5
こんな,5
こう,5
じゃあ,5
よく,5
性,5
うん,5
いや,5
など,5
回,5
わけ,5
えっ,5
仕事,5
少し,5
なぁ,5
問題,5
なんて,5
悪い,5
おる,5
見える,5
のに,5
男,5
んで,5
最初,5
本,5
大,5
行う,5
終わる,5
ちゃん,5
だから,5
買う,5
すぐ,5
だって,5
そういう,5
しか,5
早い,5
力,5
多い,5
世界,5
車,5
ただ,5
子供,5
しれる,5
戻る,5
もらう,5
最後,5
会う,5
おく,5
今回,5
あと,5
ほど,5
度,5
ら,5
すぎる,5
以上,5
ええ,5
数,5
非常,5
可能,5
死ぬ,5
強い,5
取る,5
方法,5
べし,5
高い,5
使用,5
もっと,5
お願い,5
こちら,5
書く,5
第,5
始める,5
やめる,5
あれ,5
結構,5
なん,5
やっぱり,5
帰る,5
円,5
出す,5
実際,5
意味,5
さあ,5
場所,5
感じる,5
ながら,5
多く,5
ダメ,5
間,5
いただく,5
いける,5
心,5
ちゃ,5
女性,5
いつも,5
店,5
まぁ,5
水,5
一番,5
くらい,5
つける,5
つく,5
電話,5
関係,5
女,5
様,5
なんか,5
情報,5
先,5
動画,5
あ,5
たくさん,5
体,5
呼ぶ,5
県,5
頭,5
これら,5
ゲーム,5
先生,5
新しい,5
名前,5
別,5
顔,5
声,5
皆さん,5
ぜ,5
教える,5
まず,5
はず,5
ぐらい,5
どの,5
殺す,5
あげる,5
こっち,5
変わる,5
歳,5
もちろん,5
かける,5
受ける,5
人間,5
用,5
大きい,5
または,5
ほう,5
飲む,5
続ける,5
理由,5
うち,5
によって,5
下,5
見つける,5
色,5
全部,5
友達,5
簡単,5
信じる,5
ねぇ,5
人々,5
ずっと,5
紹介,5
絶対,5
もん,5
なさる,5
言葉,5
長い,5
つもり,5
うまい,5
与える,5
どんな,5
忘れる,5
写真,5
会,5
とる,5
事,5
説明,5
確か,5
ねえ,5
家族,5
楽しい,5
お金,5
最高,5
金,5
こういう,5
所,5
人生,5
選ぶ,5
神,5
市,5
見せる,5
覚える,5
国,5
点,5
心配,5
相手,5
会社,5
一つ,5
確認,5
本当,5
部分,5
生きる,5
部屋,5
けれども,5
難しい,5
読む,5
ちる,5
かかる,5
それら,5
外,5
化,5
ほしい,5
得る,5
置く,5
準備,5
おい,5
欲しい,5
大きな,5
いくつ,5
開く,5
重要,5
頑張る,5
全然,5
普通,5
個,5
寝る,5
名,5
やすい,5
風,5
助ける,5
形,5
状態,5
かなり,5
初めて,5
面白い,5
物,5
やつ,5
元,5
つまり,5
理解,5
質問,5
足,5
映画,5
位,5
乗る,5
じ,5
ちゃんと,5
気持ち,5
番,5
拍手,5
明日,5
変える,5
らしい,5
最近,5
結果,5
愛,5
ビデオ,5
結婚,5
まま,5
母,5
学校,5
状況,5
こんにちは,5
起こる,5
道,5
にとって,5
多分,5
夢,5
ポイント,5
チーム,5
探す,5
実は,5
娘,5
口,5
素晴らしい,5
最も,5
守る,5
なあ,5
けども,5
切る,5
どうも,5
あんた,5
どうぞ,5
頃,5
感,5
無料,5
完全,5
こそ,5
怖い,5
不,5
り,5
ふう,5
夜,5
頼む,5
いいえ,5
どういう,5
さっき,5
自身,5
犬,5
起きる,5
大変,5
動く,5
しっかり,5
立つ,5
例えば,5
ママ,5
料理,5
せい,5
無理,5
送る,5
うつ,5
枚,5
バカ,5
曲,5
でる,5
さらに,5
利用,5
生活,5
さて,5
花,5
奴,5
男性,5
働く,5
言える,5
打つ,5
ほら,5
機能,5
決める,5
ほとんど,5
じゃん,5
息子,5
部,5
これから,5
我々,5
幸せ,5
め,5
逃げる,5
え,5
通り,5
どれ,5
それで,5
続く,5
大事,5
上がる,5
特に,5
愛す,5
その後,5
うーん,5
はねる,5
どうして,5
合う,5
味,5
経験,5
ごめん,5
カード,5
撮る,5
おお,5
基本,5
品,5
ドル,5
落ちる,5
上げる,5
売る,5
父,5
パパ,5
もし,5
正しい,5
選択,5
セット,5
現在,5
マジ,5
勉強,5
商品,5
楽しむ,5
攻撃,5
やっぱ,5
住む,5
すでに,5
元気,5
美しい,5
あまり,5
止める,5
開ける,5
高,5
昔,5
町,5
チャンネル,5
皆,5
時代,5
小さな,5
空,5
よし,5
残る,5
猫,5
存在,5
いつ,5
英語,5
木,5
系,5
約,5
こいつ,5
かわいい,5
始まる,5
次に,5
おいしい,5
全体,5
効果,5
超,5
がる,5
伝える,5
機,5
朝,5
選手,5
お母さん,5
勝つ,5
側,5
走る,5
タイプ,5
うわ,5
成功,5
ぜひ,5
めっちゃ,5
怒る,5
十分,5
等,5
山,5
主,5
着る,5
服,5
警察,5
連絡,5
あいつ,5
内,5
学ぶ,5
レベル,5
右,5
購入,5
